point,density,population,area,location,density_type,Département,latitude,longitude,daynight,acq_date
"(44.809, 5.0)",78.34101382488478,1530.0,19.53,Upie,commune,26,44.809,5.0,D,2020-08-24
"(44.232, 4.047)",65.61085972850678,1160.0,17.68,Laval-Pradel,commune,30,44.232,4.047,D,2020-08-24
"(43.445, 4.9)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.445,4.9,D,2020-08-24
"(51.042, 2.296)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.042,2.296,D,2020-08-24
"(43.271, 0.068)",314.4200626959248,5015.0,15.95,Bordères-sur-l'Échez,commune,65,43.271,0.068,N,2020-08-24
"(43.269, 0.055999999999999994)",314.4200626959248,5015.0,15.95,Bordères-sur-l'Échez,commune,65,43.269,0.055999999999999994,N,2020-08-24
"(43.27, 0.066)",314.4200626959248,5015.0,15.95,Bordères-sur-l'Échez,commune,65,43.27,0.066,D,2020-08-25
"(47.51, 6.817)",1687.9413724183878,25336.0,15.01,Montbéliard,commune,25,47.51,6.817,D,2020-08-26
"(44.305, 5.502999999999999)",3.3137194177764013,107.0,32.29,Montauban-sur-l'Ouvèze,commune,26,44.305,5.502999999999999,N,2020-08-26
"(43.445, 4.901)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.445,4.901,N,2020-08-26
"(44.29, 5.5360000000000005)",3.3137194177764013,107.0,32.29,Montauban-sur-l'Ouvèze,commune,26,44.29,5.5360000000000005,N,2020-08-27
"(44.301, 5.539)",1.8151815181518156,44.0,24.24,Chauvac-Laux-Montaux,commune,26,44.301,5.539,N,2020-08-27
"(44.287, 5.5420000000000025)",3.3137194177764013,107.0,32.29,Montauban-sur-l'Ouvèze,commune,26,44.287,5.5420000000000025,N,2020-08-27
"(44.288999999999994, 5.537999999999999)",3.3137194177764013,107.0,32.29,Montauban-sur-l'Ouvèze,commune,26,44.288999999999994,5.537999999999999,N,2020-08-27
"(45.363, 1.104)",28.77384196185286,528.0,18.35,Saint-Médard-d'Excideuil,commune,24,45.363,1.104,D,2020-08-29
"(51.034, 2.239)",174.51640033641715,6225.0,35.67,Loon-Plage,commune,59,51.034,2.239,N,2020-08-30
"(51.028999999999996, 2.249)",2024.9715197083615,88876.0,43.89,Dunkerque,commune,59,51.028999999999996,2.249,D,2020-08-31
"(43.979, 4.921)",1004.7406082289804,11233.0,11.18,Vedène,commune,84,43.979,4.921,D,2020-09-02
"(48.1, 7.374)",1055.7908968003603,70284.0,66.57,Colmar,commune,68,48.1,7.374,D,2020-09-02
"(47.773, 7.426)",323.77291543465407,5475.0,16.91,Sausheim,commune,68,47.773,7.426,D,2020-09-02
"(43.449, 4.899)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.449,4.899,N,2020-09-02
"(43.45, 4.893)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.45,4.893,N,2020-09-02
"(43.452, 4.893)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.452,4.893,N,2020-09-03
"(43.449, 4.908)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.449,4.908,N,2020-09-03
"(44.726000000000006, -0.82)",166.4457165812996,16573.0,99.57,Cestas,commune,33,44.726000000000006,-0.82,D,2020-09-03
"(45.042, 0.155)",117.95425118687956,5466.0,46.34,Montpon-Ménestérol,commune,24,45.042,0.155,D,2020-09-03
"(45.043, 0.168)",117.95425118687956,5466.0,46.34,Montpon-Ménestérol,commune,24,45.043,0.168,D,2020-09-03
"(47.363, -1.724)",56.096256684491976,2098.0,37.4,Notre-Dame-des-Landes,commune,44,47.363,-1.724,D,2020-09-03
"(43.726000000000006, 6.317)",2.370331496545089,271.0,114.33,Aiguines,commune,83,43.726000000000006,6.317,D,2020-09-04
"(47.521, 0.027000000000000003)",22.04192021636241,326.0,14.79,Lasse,commune,49,47.521,0.027000000000000003,D,2020-09-04
"(43.442, 4.897)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.442,4.897,D,2020-09-04
"(48.20399999999999, 6.433)",905.9009483667019,8597.0,9.49,Golbey,commune,88,48.20399999999999,6.433,D,2020-09-04
"(47.519, 0.009000000000000001)",22.04192021636241,326.0,14.79,Lasse,commune,49,47.519,0.009000000000000001,N,2020-09-04
"(45.409, 4.492)",28.723404255319146,999.0,34.78,La Valla-en-Gier,commune,42,45.409,4.492,N,2020-09-04
"(45.413999999999994, 4.4860000000000015)",28.723404255319146,999.0,34.78,La Valla-en-Gier,commune,42,45.413999999999994,4.4860000000000015,N,2020-09-05
"(43.446999999999996, 4.9030000000000005)",171.49821254468637,15831.0,92.31,Fos-sur-Mer,commune,13,43.446999999999996,4.9030000000000005,N,2020-09-05
"(45.412, 4.499)",28.723404255319146,999.0,34.78,La Valla-en-Gier,commune,42,45.412,4.499,N,2020-09-05
"(43.57, 2.158)",107.3143495254048,1922.0,17.91,Viviers-lès-Montagnes,commune,81,43.57,2.158,D,2020-09-05
"(44.723, -0.813)",166.4457165812996,16573.0,99.57,Cestas,commune,33,44.723,-0.813,D,2020-09-05
"(43.44300000000001, 0.040999999999999995)",110.70780399274048,2440.0,22.04,Maubourguet,commune,65,43.44300000000001,0.040999999999999995,D,2020-09-05
"(51.04, 2.305)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.04,2.305,D,2020-09-06
"(51.032, 2.283)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.032,2.283,D,2020-09-06
"(51.033, 2.278)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.033,2.278,D,2020-09-06
"(51.032, 2.278)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.032,2.278,N,2020-09-06
"(48.489, 3.645)",61.17065127782357,742.0,12.13,Gélannes,commune,10,48.489,3.645,N,2020-09-06
"(48.937, 2.9189999999999996)",770.4724409448819,5871.0,7.62,Nanteuil-lès-Meaux,commune,77,48.937,2.9189999999999996,D,2020-09-07
"(51.034, 2.289)",1102.3320895522388,23634.0,21.44,Grande-Synthe,commune,59,51.034,2.289,D,2020-09-07
"(48.949, 2.909)",3593.3110367892973,53720.0,14.95,Meaux,commune,77,48.949,2.909,D,2020-09-07
"(46.81800000000001, 1.7790000000000001)",30.581761006289305,778.0,25.44,Diors,commune,36,46.81800000000001,1.7790000000000001,D,2020-09-07
"(48.983000000000004, 1.7590000000000001)",651.7316017316017,3011.0,4.62,Porcheville,commune,78,48.983000000000004,1.7590000000000001,D,2020-09-07
"(44.968, -0.735)",105.15337423312886,3428.0,32.6,Arsac,commune,33,44.968,-0.735,D,2020-09-07
"(44.836999999999996, 0.19699999999999998)",136.62663755458516,2503.0,18.32,Port-Sainte-Foy-et-Ponchapt,commune,33,44.836999999999996,0.19699999999999998,D,2020-09-07
"(45.538999999999994, 4.288)",610.9950859950859,9947.0,16.28,Andrézieux-Bouthéon,commune,42,45.538999999999994,4.288,D,2020-09-07
"(43.525, 5.167999999999998)",308.82218148487624,13477.0,43.64,Berre-l'Étang,commune,13,43.525,5.167999999999998,D,2020-09-07
"(45.303999999999995, 3.818)",61.88192987713515,2065.0,33.37,Craponne-sur-Arzon,commune,43,45.303999999999995,3.818,D,2020-09-07
